damID,A_110108,A_000091,B_020125,B_000166,C_010118,C_190049,D_110047,D_200112,C_190050,A_000118,C_200053,A_000103,C_180173,B_000163,C_200069,A_000077,A_000160,C_200077,A_000075,B_190016,A_000096,D_200121,B_180148,C_180118,D_070115,A_000046,B_130134,C_170078,A_160174,D_070077,D_050169,B_140001,D_080029,D_190134,A_000109,D_170058,D_050088,D_140148,A_170013,D_010110,C_200002,D_130041,C_190033,B_180010,C_160076,D_190168,A_200143,B_020168,D_170001,A_160075,B_130050,B_130144,C_180032,D_120082,D_170031,D_130116,D_190073,B_190001,D_140156,B_190136,D_100079,C_200168,D_190088,C_200142,B_090061,D_140021,D_100080,B_170101,C_200136,D_160092,D_190172,A_170156,B_170109,A_090048,B_170160,C_180137,B_190096,D_120165,C_170133,D_200092,C_180046,D_160146,B_000056,C_110089,D_190108,C_190091,A_160177,B_200039,B_170163,A_180045,B_200030,D_190114,A_200062,B_200022,C_130051,D_200046,C_190141,C_160136,B_190154,C_190134,B_190153,D_200003,D_180020,A_140123,B_200101,C_190075,A_170138,A_170173,C_190127,B_200157,D_200176,D_170130,B_070104,C_120138,A_200073,C_190157,A_180081,A_110045,D_170132,C_200162,A_200058,C_200083,B_150001,B_200004,B_130162,B_200120,A_190145,D_200008,B_180142,D_190093,C_200048,D_130065,C_170132,B_000077,B_180088,D_180133,B_190173,C_200133,D_190142,D_200056,D_200172,D_180034,A_140031,C_180158,D_190097,B_120147,B_200137,B_200175,B_180114,C_190140,C_190103,D_200169,B_190013,B_200164,A_160020,C_170034,C_150121,A_000205,A_200112,C_200115,B_190002,A_200135,D_190019,D_160171,B_200153,B_200050,A_160096,A_190056,B_170176,A_170169,B_200017,A_190066,B_190092,D_200087,B_200106,B_190109,B_200171,A_190087,B_190158,A_150011,A_190053,A_190033,D_200042,C_200030,C_200038,B_180137,C_200016,A_170127,A_180056,B_200150,C_200120,D_200081,C_170033,A_180103,A_190161,A_150061,A_200153,D_200115,B_200074,C_190056,A_200049,D_190162,D_200142,B_200014,D_200078,A_170062
200466,,,,,,,0.0,0.0,,,,,,,,,,,,,,0.0,,,0.0,,,,,0.0,1.0,,0.0,0.0,,1.0,0.0,0.0,,0.0,,0.0,,,,0.0,,,0.0,,,,,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,,0.0,0.0,,,0.0,0.0,,,,,,,0.0,,0.0,,0.0,,,0.0,,,,,,,0.0,,,,0.0,,,,,,0.0,0.0,,,,,,,,0.0,0.0,,,,,,,0.0,,,,,,,,,1.0,,1.0,,0.0,,,,0.0,,,0.0,0.0,0.0,0.0,,,0.0,,,,,,,0.0,,,,,,,,,,,0.0,0.0,,,,,,,,,,0.0,,,,,,,,,0.0,,,,,,,,,0.0,,,,,,0.0,,,,0.0,0.0,,0.0,
200467,,,,,,,0.0,1.0,,,,,,,,,,,,,,0.0,,,0.0,,,,,0.0,0.0,,0.0,0.0,,0.0,0.0,1.0,,0.0,,0.0,,,,0.0,,,0.0,,,,,0.0,0.0,0.0,1.0,,0.0,,0.0,,0.0,,,0.0,0.0,,,0.0,0.0,,,,,,,0.0,,0.0,,0.0,,,0.0,,,,,,,0.0,,,,1.0,,,,,,0.0,0.0,,,,,,,,0.0,1.0,,,,,,,1.0,,,,,,,,,0.0,,0.0,,0.0,,,,0.0,,,0.0,0.0,0.0,1.0,,,1.0,,,,,,,0.0,,,,,,,,,,,0.0,0.0,,,,,,,,,,0.0,,,,,,,,,1.0,,,,,,,,,1.0,,,,,,0.0,,,,0.0,0.0,,0.0,
200468,,,,,,,0.0,0.0,,,,,,,,,,,,,,0.0,,,0.0,,,,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,,0.0,,0.0,,,,0.0,,,0.0,,,,,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,,0.0,0.0,,,0.0,0.0,,,,,,,0.0,,0.0,,0.0,,,0.0,,,,,,,0.0,,,,0.0,,,,,,0.0,0.0,,,,,,,,0.0,0.0,,,,,,,0.0,,,,,,,,,0.0,,0.0,,0.0,,,,0.0,,,0.0,1.0,0.0,0.0,,,0.0,,,,,,,0.0,,,,,,,,,,,0.0,0.0,,,,,,,,,,0.0,,,,,,,,,0.0,,,,,,,,,0.0,,,,,,0.0,,,,0.0,0.0,,0.0,
200469,,,,,,,1.0,0.0,,,,,,,,,,,,,,0.0,,,0.0,,,,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,,0.0,,0.0,,,,0.0,,,0.0,,,,,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,,0.0,0.0,,,0.0,0.0,,,,,,,0.0,,0.0,,1.0,,,0.0,,,,,,,0.0,,,,1.0,,,,,,0.0,0.0,,,,,,,,1.0,0.0,,,,,,,0.0,,,,,,,,,0.0,,0.0,,0.0,,,,0.0,,,1.0,0.0,1.0,0.0,,,0.0,,,,,,,0.0,,,,,,,,,,,0.0,0.0,,,,,,,,,,0.0,,,,,,,,,0.0,,,,,,,,,0.0,,,,,,0.0,,,,0.0,0.0,,0.0,
200470,,,,,,,0.0,0.0,,,,,,,,,,,,,,0.0,,,0.0,,,,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,,0.0,,0.0,,,,0.0,,,0.0,,,,,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,,0.0,0.0,,,0.0,0.0,,,,,,,0.0,,0.0,,0.0,,,0.0,,,,,,,0.0,,,,0.0,,,,,,0.0,0.0,,,,,,,,0.0,0.0,,,,,,,0.0,,,,,,,,,0.0,,0.0,,0.0,,,,0.0,,,0.0,0.0,0.0,0.0,,,0.0,,,,,,,1.0,,,,,,,,,,,0.0,0.0,,,,,,,,,,0.0,,,,,,,,,0.0,,,,,,,,,0.0,,,,,,0.0,,,,0.0,0.0,,0.0,
200471,,,,,,,0.0,0.0,,,,,,,,,,,,,,0.0,,,0.0,,,,,0.0,0.0,,0.0,1.0,,0.0,0.0,0.0,,0.0,,0.0,,,,0.0,,,0.0,,,,,1.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,,0.0,0.0,,,1.0,0.0,,,,,,,0.0,,1.0,,0.0,,,0.0,,,,,,,0.0,,,,0.0,,,,,,0.0,0.0,,,,,,,,0.0,0.0,,,,,,,0.0,,,,,,,,,0.0,,0.0,,0.0,,,,0.0,,,0.0,0.0,0.0,0.0,,,0.0,,,,,,,0.0,,,,,,,,,,,0.0,0.0,,,,,,,,,,0.0,,,,,,,,,0.0,,,,,,,,,0.0,,,,,,0.0,,,,0.0,0.0,,0.0,
200493,,,,,,,0.0,0.0,,,,,,,,,,,,,,0.0,,,0.0,,,,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,,0.0,,0.0,,,,0.0,,,0.0,,,,,0.0,0.0,0.0,0.0,,1.0,,0.0,,0.0,,,0.0,0.0,,,0.0,0.0,,,,,,,0.0,,0.0,,0.0,,,0.0,,,,,,,0.0,,,,0.0,,,,,,0.0,0.0,,,,,,,,0.0,0.0,,,,,,,0.0,,,,,,,,,0.0,,1.0,,0.0,,,,0.0,,,0.0,0.0,0.0,0.0,,,0.0,,,,,,,0.0,,,,,,,,,,,0.0,0.0,,,,,,,,,,0.0,,,,,,,,,0.0,,,,,,,,,0.0,,,,,,0.0,,,,0.0,0.0,,1.0,
200494,,,,,,,0.0,1.0,,,,,,,,,,,,,,0.0,,,0.0,,,,,0.0,0.0,,0.0,0.0,,0.0,0.0,1.0,,0.0,,0.0,,,,0.0,,,0.0,,,,,0.0,0.0,0.0,1.0,,0.0,,0.0,,0.0,,,0.0,0.0,,,0.0,0.0,,,,,,,0.0,,0.0,,0.0,,,0.0,,,,,,,0.0,,,,1.0,,,,,,0.0,0.0,,,,,,,,0.0,1.0,,,,,,,1.0,,,,,,,,,0.0,,0.0,,0.0,,,,0.0,,,0.0,0.0,0.0,0.0,,,1.0,,,,,,,0.0,,,,,,,,,,,0.0,0.0,,,,,,,,,,0.0,,,,,,,,,1.0,,,,,,,,,1.0,,,,,,0.0,,,,0.0,0.0,,0.0,
200495,,,,,,,1.0,0.0,,,,,,,,,,,,,,1.0,,,1.0,,,,,0.0,1.0,,0.0,0.0,,0.0,0.0,0.0,,1.0,,1.0,,,,0.0,,,0.0,,,,,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,,1.0,0.0,,,0.0,1.0,,,,,,,0.0,,0.0,,0.0,,,0.0,,,,,,,0.0,,,,0.0,,,,,,0.0,1.0,,,,,,,,0.0,0.0,,,,,,,0.0,,,,,,,,,0.0,,0.0,,0.0,,,,0.0,,,1.0,0.0,0.0,0.0,,,0.0,,,,,,,0.0,,,,,,,,,,,1.0,0.0,,,,,,,,,,1.0,,,,,,,,,1.0,,,,,,,,,0.0,,,,,,0.0,,,,0.0,0.0,,0.0,
200503,,,,,,,0.0,0.0,,,,,,,,,,,,,,0.0,,,0.0,,,,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,,0.0,,0.0,,,,0.0,,,0.0,,,,,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,,0.0,0.0,,,0.0,0.0,,,,,,,0.0,,0.0,,0.0,,,0.0,,,,,,,0.0,,,,0.0,,,,,,0.0,0.0,,,,,,,,0.0,0.0,,,,,,,0.0,,,,,,,,,0.0,,0.0,,0.0,,,,0.0,,,1.0,0.0,0.0,0.0,,,1.0,,,,,,,0.0,,,,,,,,,,,0.0,0.0,,,,,,,,,,0.0,,,,,,,,,1.0,,,,,,,,,1.0,,,,,,0.0,,,,0.0,0.0,,0.0,
200504,,,,,,,0.0,0.0,,,,,,,,,,,,,,0.0,,,0.0,,,,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,,0.0,,0.0,,,,1.0,,,0.0,,,,,0.0,0.0,0.0,0.0,,1.0,,0.0,,0.0,,,0.0,0.0,,,0.0,0.0,,,,,,,0.0,,0.0,,0.0,,,0.0,,,,,,,0.0,,,,0.0,,,,,,0.0,0.0,,,,,,,,0.0,0.0,,,,,,,0.0,,,,,,,,,0.0,,0.0,,0.0,,,,0.0,,,0.0,1.0,1.0,0.0,,,0.0,,,,,,,0.0,,,,,,,,,,,0.0,0.0,,,,,,,,,,0.0,,,,,,,,,0.0,,,,,,,,,0.0,,,,,,0.0,,,,0.0,0.0,,0.0,
200505,,,,,,,0.0,1.0,,,,,,,,,,,,,,0.0,,,0.0,,,,,0.0,0.0,,0.0,1.0,,0.0,0.0,1.0,,0.0,,0.0,,,,0.0,,,0.0,,,,,0.0,0.0,0.0,1.0,,0.0,,0.0,,0.0,,,0.0,0.0,,,0.0,0.0,,,,,,,0.0,,0.0,,0.0,,,0.0,,,,,,,0.0,,,,1.0,,,,,,0.0,0.0,,,,,,,,0.0,1.0,,,,,,,0.0,,,,,,,,,0.0,,0.0,,0.0,,,,0.0,,,0.0,0.0,0.0,0.0,,,1.0,,,,,,,0.0,,,,,,,,,,,0.0,0.0,,,,,,,,,,0.0,,,,,,,,,0.0,,,,,,,,,1.0,,,,,,0.0,,,,1.0,0.0,,1.0,
300850,0.0,0.0,,,,,,,,1.0,,0.0,,,,1.0,0.0,,0.0,,1.0,,,,,0.0,,,0.0,,,,,,0.0,,,,0.0,,,,,,,,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,,,,,,,,,,,,0.0,,,0.0,,,0.0,,,,,,,,,,,0.0,,,0.0,0.0,,,,,,,0.0,,0.0,0.0,,,0.0,,,,,,0.0,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,0.0,,,0.0,0.0,,,0.0,,,,,0.0,0.0,,0.0,,1.0,,,,,,0.0,,0.0,1.0,0.0,,,,,,0.0,0.0,,,,,0.0,0.0,0.0,0.0,,,,1.0,,,,,0.0
300851,0.0,0.0,,,,,,,,0.0,,0.0,,,,0.0,0.0,,0.0,,0.0,,,,,0.0,,,0.0,,,,,,0.0,,,,0.0,,,,,,,,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,,,,,,,,,,,,0.0,,,0.0,,,0.0,,,,,,,,,,,0.0,,,0.0,0.0,,,,,,,0.0,,0.0,0.0,,,1.0,,,,,,1.0,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,1.0,,,0.0,0.0,,,0.0,,,,,0.0,0.0,,0.0,,1.0,,,,,,0.0,,1.0,0.0,1.0,,,,,,1.0,0.0,,,,,0.0,0.0,0.0,1.0,,,,0.0,,,,,0.0
300852,0.0,0.0,,,,,,,,0.0,,0.0,,,,0.0,0.0,,1.0,,1.0,,,,,0.0,,,0.0,,,,,,1.0,,,,0.0,,,,,,,,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,,,,,,,,,,,,0.0,,,0.0,,,0.0,,,,,,,,,,,0.0,,,0.0,0.0,,,,,,,0.0,,0.0,0.0,,,0.0,,,,,,0.0,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,0.0,,,0.0,0.0,,,0.0,,,,,0.0,0.0,,0.0,,0.0,,,,,,0.0,,0.0,0.0,0.0,,,,,,0.0,0.0,,,,,0.0,0.0,0.0,0.0,,,,0.0,,,,,0.0
300853,0.0,0.0,,,,,,,,0.0,,0.0,,,,0.0,0.0,,0.0,,0.0,,,,,0.0,,,0.0,,,,,,0.0,,,,0.0,,,,,,,,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,,,,,,,,,,,,0.0,,,0.0,,,0.0,,,,,,,,,,,0.0,,,0.0,0.0,,,,,,,0.0,,0.0,0.0,,,0.0,,,,,,0.0,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,0.0,,,0.0,0.0,,,0.0,,,,,0.0,0.0,,0.0,,0.0,,,,,,0.0,,0.0,0.0,0.0,,,,,,0.0,0.0,,,,,0.0,0.0,0.0,0.0,,,,0.0,,,,,0.0
300854,0.0,0.0,,,,,,,,1.0,,0.0,,,,1.0,1.0,,0.0,,0.0,,,,,0.0,,,0.0,,,,,,0.0,,,,0.0,,,,,,,,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,,,,,,,,,,,,0.0,,,0.0,,,0.0,,,,,,,,,,,0.0,,,0.0,0.0,,,,,,,0.0,,0.0,0.0,,,0.0,,,,,,0.0,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,0.0,,,0.0,0.0,,,0.0,,,,,0.0,0.0,,0.0,,0.0,,,,,,0.0,,0.0,0.0,0.0,,,,,,0.0,0.0,,,,,0.0,0.0,0.0,0.0,,,,0.0,,,,,0.0
300856,0.0,0.0,,,,,,,,0.0,,0.0,,,,0.0,0.0,,0.0,,0.0,,,,,0.0,,,0.0,,,,,,0.0,,,,0.0,,,,,,,,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,,,,,,,,,,,,0.0,,,0.0,,,0.0,,,,,,,,,,,0.0,,,0.0,0.0,,,,,,,0.0,,0.0,0.0,,,0.0,,,,,,0.0,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,0.0,,,1.0,0.0,,,0.0,,,,,0.0,0.0,,0.0,,0.0,,,,,,0.0,,0.0,0.0,0.0,,,,,,0.0,0.0,,,,,0.0,0.0,0.0,0.0,,,,0.0,,,,,0.0
300857,1.0,0.0,,,,,,,,0.0,,0.0,,,,1.0,0.0,,0.0,,0.0,,,,,0.0,,,0.0,,,,,,0.0,,,,0.0,,,,,,,,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,,,,,,,,,,,,0.0,,,0.0,,,0.0,,,,,,,,,,,0.0,,,0.0,0.0,,,,,,,1.0,,0.0,0.0,,,0.0,,,,,,0.0,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,0.0,,,0.0,0.0,,,0.0,,,,,0.0,0.0,,0.0,,0.0,,,,,,0.0,,0.0,0.0,0.0,,,,,,0.0,0.0,,,,,0.0,0.0,0.0,0.0,,,,0.0,,,,,0.0
300858,,,0.0,1.0,,,,,,,,,,0.0,,,,,,0.0,,,0.0,,,,0.0,,,,,0.0,,,,,,,,,,,,0.0,,,,0.0,,,0.0,0.0,,,,,,0.0,,0.0,,,,,0.0,,,0.0,,,,,0.0,,0.0,,0.0,,,,,,0.0,,,,,0.0,0.0,,0.0,,,0.0,,,,,0.0,,0.0,,,,0.0,,,,,0.0,,,0.0,,,,,,,,,,0.0,0.0,0.0,0.0,,,0.0,,,,,0.0,0.0,,0.0,,,,,,,,,0.0,0.0,0.0,0.0,,,,0.0,0.0,,,,,,,0.0,,,,0.0,0.0,,,0.0,,0.0,,0.0,,0.0,0.0,0.0,,0.0,,,,,,,0.0,,,,0.0,,,,,,,,,0.0,,,,,0.0,,
300859,,,0.0,0.0,,,,,,,,,,1.0,,,,,,1.0,,,0.0,,,,0.0,,,,,0.0,,,,,,,,,,,,0.0,,,,0.0,,,0.0,0.0,,,,,,0.0,,0.0,,,,,0.0,,,0.0,,,,,0.0,,0.0,,0.0,,,,,,0.0,,,,,0.0,0.0,,0.0,,,0.0,,,,,0.0,,1.0,,,,0.0,,,,,0.0,,,0.0,,,,,,,,,,0.0,0.0,0.0,0.0,,,0.0,,,,,0.0,0.0,,0.0,,,,,,,,,0.0,0.0,1.0,0.0,,,,0.0,0.0,,,,,,,0.0,,,,0.0,0.0,,,0.0,,0.0,,1.0,,0.0,0.0,0.0,,0.0,,,,,,,0.0,,,,0.0,,,,,,,,,0.0,,,,,0.0,,
300860,,,0.0,0.0,,,,,,,,,,0.0,,,,,,0.0,,,0.0,,,,0.0,,,,,0.0,,,,,,,,,,,,0.0,,,,0.0,,,0.0,0.0,,,,,,0.0,,0.0,,,,,0.0,,,0.0,,,,,0.0,,1.0,,1.0,,,,,,0.0,,,,,0.0,0.0,,0.0,,,1.0,,,,,0.0,,0.0,,,,0.0,,,,,0.0,,,0.0,,,,,,,,,,1.0,1.0,0.0,0.0,,,0.0,,,,,0.0,0.0,,0.0,,,,,,,,,0.0,0.0,0.0,0.0,,,,0.0,0.0,,,,,,,0.0,,,,1.0,0.0,,,0.0,,0.0,,0.0,,0.0,0.0,0.0,,0.0,,,,,,,1.0,,,,0.0,,,,,,,,,0.0,,,,,0.0,,
300861,,,0.0,0.0,,,,,,,,,,1.0,,,,,,0.0,,,1.0,,,,0.0,,,,,0.0,,,,,,,,,,,,0.0,,,,0.0,,,0.0,0.0,,,,,,0.0,,0.0,,,,,0.0,,,0.0,,,,,0.0,,0.0,,0.0,,,,,,0.0,,,,,0.0,0.0,,0.0,,,0.0,,,,,0.0,,0.0,,,,0.0,,,,,0.0,,,0.0,,,,,,,,,,0.0,0.0,0.0,0.0,,,0.0,,,,,0.0,0.0,,0.0,,,,,,,,,0.0,0.0,0.0,0.0,,,,0.0,0.0,,,,,,,0.0,,,,0.0,0.0,,,0.0,,0.0,,0.0,,0.0,0.0,0.0,,0.0,,,,,,,0.0,,,,0.0,,,,,,,,,1.0,,,,,1.0,,
300862,,,0.0,1.0,,,,,,,,,,0.0,,,,,,0.0,,,0.0,,,,0.0,,,,,0.0,,,,,,,,,,,,0.0,,,,0.0,,,0.0,0.0,,,,,,0.0,,0.0,,,,,0.0,,,0.0,,,,,0.0,,0.0,,0.0,,,,,,0.0,,,,,0.0,0.0,,0.0,,,0.0,,,,,0.0,,0.0,,,,0.0,,,,,0.0,,,0.0,,,,,,,,,,0.0,0.0,0.0,0.0,,,0.0,,,,,0.0,0.0,,0.0,,,,,,,,,0.0,0.0,0.0,0.0,,,,0.0,1.0,,,,,,,0.0,,,,1.0,0.0,,,0.0,,1.0,,0.0,,0.0,1.0,1.0,,0.0,,,,,,,1.0,,,,0.0,,,,,,,,,0.0,,,,,0.0,,
300863,,,0.0,0.0,,,,,,,,,,1.0,,,,,,0.0,,,0.0,,,,0.0,,,,,0.0,,,,,,,,,,,,0.0,,,,0.0,,,0.0,0.0,,,,,,0.0,,0.0,,,,,0.0,,,1.0,,,,,0.0,,0.0,,0.0,,,,,,1.0,,,,,0.0,0.0,,0.0,,,0.0,,,,,1.0,,0.0,,,,1.0,,,,,0.0,,,0.0,,,,,,,,,,0.0,0.0,1.0,0.0,,,1.0,,,,,0.0,0.0,,0.0,,,,,,,,,0.0,0.0,0.0,0.0,,,,1.0,0.0,,,,,,,0.0,,,,0.0,0.0,,,0.0,,0.0,,0.0,,0.0,0.0,0.0,,0.0,,,,,,,0.0,,,,0.0,,,,,,,,,0.0,,,,,0.0,,
300864,,,0.0,0.0,,,,,,,,,,0.0,,,,,,1.0,,,0.0,,,,0.0,,,,,0.0,,,,,,,,,,,,0.0,,,,0.0,,,0.0,0.0,,,,,,0.0,,0.0,,,,,0.0,,,0.0,,,,,0.0,,0.0,,0.0,,,,,,0.0,,,,,0.0,0.0,,0.0,,,0.0,,,,,0.0,,1.0,,,,0.0,,,,,0.0,,,0.0,,,,,,,,,,0.0,0.0,0.0,0.0,,,0.0,,,,,0.0,0.0,,0.0,,,,,,,,,0.0,0.0,0.0,0.0,,,,0.0,0.0,,,,,,,0.0,,,,0.0,0.0,,,0.0,,1.0,,1.0,,0.0,0.0,0.0,,0.0,,,,,,,0.0,,,,0.0,,,,,,,,,0.0,,,,,0.0,,
300865,,,0.0,1.0,,,,,,,,,,1.0,,,,,,1.0,,,0.0,,,,0.0,,,,,0.0,,,,,,,,,,,,0.0,,,,1.0,,,0.0,0.0,,,,,,0.0,,1.0,,,,,0.0,,,1.0,,,,,0.0,,1.0,,1.0,,,,,,0.0,,,,,0.0,0.0,,0.0,,,0.0,,,,,1.0,,1.0,,,,1.0,,,,,0.0,,,0.0,,,,,,,,,,0.0,1.0,1.0,1.0,,,1.0,,,,,0.0,0.0,,0.0,,,,,,,,,0.0,0.0,0.0,1.0,,,,1.0,0.0,,,,,,,1.0,,,,1.0,0.0,,,0.0,,0.0,,1.0,,1.0,1.0,0.0,,0.0,,,,,,,0.0,,,,0.0,,,,,,,,,0.0,,,,,0.0,,
300866,,,0.0,0.0,,,,,,,,,,1.0,,,,,,1.0,,,0.0,,,,0.0,,,,,0.0,,,,,,,,,,,,0.0,,,,0.0,,,0.0,0.0,,,,,,0.0,,0.0,,,,,0.0,,,0.0,,,,,0.0,,0.0,,0.0,,,,,,0.0,,,,,0.0,0.0,,0.0,,,0.0,,,,,0.0,,0.0,,,,0.0,,,,,0.0,,,0.0,,,,,,,,,,0.0,0.0,0.0,0.0,,,0.0,,,,,1.0,0.0,,0.0,,,,,,,,,0.0,1.0,0.0,0.0,,,,0.0,0.0,,,,,,,0.0,,,,0.0,0.0,,,1.0,,0.0,,0.0,,0.0,0.0,0.0,,0.0,,,,,,,0.0,,,,0.0,,,,,,,,,0.0,,,,,0.0,,
300867,,,0.0,1.0,,,,,,,,,,0.0,,,,,,0.0,,,0.0,,,,0.0,,,,,0.0,,,,,,,,,,,,0.0,,,,0.0,,,0.0,0.0,,,,,,0.0,,0.0,,,,,0.0,,,0.0,,,,,0.0,,0.0,,0.0,,,,,,0.0,,,,,0.0,0.0,,0.0,,,0.0,,,,,0.0,,0.0,,,,0.0,,,,,0.0,,,0.0,,,,,,,,,,0.0,0.0,0.0,0.0,,,0.0,,,,,0.0,0.0,,0.0,,,,,,,,,0.0,0.0,0.0,0.0,,,,0.0,0.0,,,,,,,0.0,,,,0.0,0.0,,,0.0,,0.0,,0.0,,0.0,0.0,0.0,,0.0,,,,,,,0.0,,,,0.0,,,,,,,,,0.0,,,,,0.0,,
300868,,,0.0,0.0,,,,,,,,,,0.0,,,,,,1.0,,,0.0,,,,0.0,,,,,0.0,,,,,,,,,,,,0.0,,,,0.0,,,0.0,0.0,,,,,,0.0,,0.0,,,,,0.0,,,0.0,,,,,0.0,,0.0,,0.0,,,,,,0.0,,,,,0.0,0.0,,0.0,,,0.0,,,,,0.0,,1.0,,,,0.0,,,,,0.0,,,0.0,,,,,,,,,,0.0,0.0,0.0,0.0,,,0.0,,,,,0.0,0.0,,0.0,,,,,,,,,0.0,0.0,0.0,0.0,,,,0.0,0.0,,,,,,,0.0,,,,0.0,0.0,,,0.0,,0.0,,0.0,,0.0,0.0,0.0,,0.0,,,,,,,0.0,,,,0.0,,,,,,,,,1.0,,,,,1.0,,
300873,,,0.0,0.0,,,,,,,,,,0.0,,,,,,0.0,,,0.0,,,,0.0,,,,,0.0,,,,,,,,,,,,0.0,,,,0.0,,,0.0,0.0,,,,,,0.0,,0.0,,,,,0.0,,,0.0,,,,,0.0,,0.0,,0.0,,,,,,0.0,,,,,0.0,0.0,,0.0,,,0.0,,,,,0.0,,0.0,,,,0.0,,,,,0.0,,,0.0,,,,,,,,,,0.0,0.0,0.0,0.0,,,0.0,,,,,0.0,0.0,,0.0,,,,,,,,,0.0,0.0,0.0,0.0,,,,0.0,0.0,,,,,,,0.0,,,,0.0,0.0,,,0.0,,0.0,,0.0,,0.0,0.0,0.0,,0.0,,,,,,,0.0,,,,0.0,,,,,,,,,0.0,,,,,0.0,,
300874,,,0.0,0.0,,,,,,,,,,0.0,,,,,,0.0,,,0.0,,,,0.0,,,,,0.0,,,,,,,,,,,,0.0,,,,0.0,,,0.0,0.0,,,,,,0.0,,0.0,,,,,0.0,,,0.0,,,,,0.0,,0.0,,0.0,,,,,,0.0,,,,,0.0,0.0,,0.0,,,0.0,,,,,0.0,,0.0,,,,0.0,,,,,0.0,,,0.0,,,,,,,,,,0.0,1.0,0.0,0.0,,,0.0,,,,,0.0,0.0,,0.0,,,,,,,,,0.0,0.0,0.0,0.0,,,,0.0,0.0,,,,,,,0.0,,,,0.0,0.0,,,0.0,,0.0,,0.0,,0.0,0.0,0.0,,0.0,,,,,,,0.0,,,,0.0,,,,,,,,,0.0,,,,,0.0,,
300875,,,0.0,1.0,,,,,,,,,,1.0,,,,,,0.0,,,0.0,,,,0.0,,,,,0.0,,,,,,,,,,,,0.0,,,,0.0,,,0.0,0.0,,,,,,0.0,,0.0,,,,,0.0,,,0.0,,,,,0.0,,0.0,,0.0,,,,,,0.0,,,,,0.0,0.0,,0.0,,,0.0,,,,,0.0,,0.0,,,,0.0,,,,,0.0,,,0.0,,,,,,,,,,0.0,0.0,0.0,0.0,,,0.0,,,,,0.0,0.0,,0.0,,,,,,,,,0.0,0.0,0.0,0.0,,,,0.0,0.0,,,,,,,0.0,,,,0.0,0.0,,,0.0,,0.0,,0.0,,0.0,0.0,0.0,,0.0,,,,,,,0.0,,,,0.0,,,,,,,,,0.0,,,,,0.0,,
300876,,,0.0,0.0,,,,,,,,,,0.0,,,,,,0.0,,,0.0,,,,0.0,,,,,0.0,,,,,,,,,,,,0.0,,,,0.0,,,0.0,0.0,,,,,,0.0,,0.0,,,,,0.0,,,0.0,,,,,0.0,,0.0,,0.0,,,,,,0.0,,,,,0.0,0.0,,0.0,,,0.0,,,,,0.0,,0.0,,,,0.0,,,,,0.0,,,0.0,,,,,,,,,,0.0,0.0,0.0,0.0,,,0.0,,,,,0.0,0.0,,0.0,,,,,,,,,0.0,0.0,1.0,0.0,,,,0.0,0.0,,,,,,,0.0,,,,0.0,0.0,,,0.0,,0.0,,0.0,,0.0,0.0,0.0,,0.0,,,,,,,0.0,,,,0.0,,,,,,,,,0.0,,,,,0.0,,
